X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101
2017 Jun 12-18,38,57,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017 Jun 5-11,37,58,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017 May 29-Jun 4,38,56,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017 May 22-28,41,54,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017 May 15-21,38,56,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017 May 8-14,38,56,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017 May 1-7,42,53,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017 Apr 24-30,41,54,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017 Apr 17-23,41,52,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017 Apr 10-16,40,54,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017 Apr 3-9,40,53,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017 Mar 27-Apr 2,38,57,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017 Mar 20-26,39,56,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017 Mar 13-19,40,55,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017 Mar 6-12,42,52,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017 Feb 27-Mar 5,43,51,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017 Feb 20-26,42,53,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017 Feb 13-19,40,54,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017 Feb 6-12,41,53,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017 Jan 30-Feb 5,43,52,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017 Jan 20-29,45,47,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,January 2017-December 2018 figures are based on weekly averages of Gallup tracking. January 2019 and later figures are based on discrete multiday Gallup polls.,NA
Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,Gallup,NA
,Republicans,Independents,Democrats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,%,%,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
2021 Jan 4-15,82,30,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
