strike_id,date,location,country,area,min_ppl_killed,max_ppl_killed,min_civil_killed,max_civil_killed,min_child_killed,max_child_killed,min_injured,max_injured,confirm_possible,air_strike,drone_strike,strike_type,min_strikes,max_strikes
SOM018,2013-10-28T00:00:00Z,"Jillib, Middle Juba",Somalia,NA,2,3,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Air operation - drone strike,1,1
Ob328,2013-10-31T00:00:00Z,Miranshah,Pakistan,North Waziristan,0,5,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA
Ob329,2013-11-01T00:00:00Z,Dandi Darpakhel,Pakistan,North Waziristan,4,7,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA
YEM141,2013-11-19T00:00:00Z,Ghayl Bawazir,Yemen,Hadhramout,5,5,0,0,0,0,0,0,Confirmed,TRUE,TRUE,"US airstrike
Possible drone strike",1,1
Ob330,2013-11-21T00:00:00Z,"Tal, Hangu District",Pakistan,Khyber Pakhtunkhwa province,6,9,0,0,0,0,1,9,NA,NA,NA,NA,NA,NA
YEM142,2013-11-26T00:00:00Z,Mahfed,Yemen,Abyan,12,12,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
Ob331,2013-11-29T00:00:00Z,Miranshah,Pakistan,North Waziristan,2,3,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA
YEM143,2013-12-09T00:00:00Z,Al Qotn,Yemen,Hadhramout,3,3,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
YEM144,2013-12-12T00:00:00Z,Radaa,Yemen,Bayda,12,17,8,16,0,0,5,30,Confirmed,TRUE,TRUE,Drone strike,1,1
Ob332,2013-12-25T00:00:00Z,"Qutab Khel, Miranshah",Pakistan,North Waziristan,3,4,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA
YEM145,2013-12-27T00:00:00Z,Shibam,Yemen,Hadhramout,1,6,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
YEM146,2013-12-31T00:00:00Z,Mahfed,Yemen,Abyan,2,6,0,0,0,0,0,3,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
YEM147,2014-01-06T00:00:00Z,Radaa,Yemen,Bayda,0,0,0,0,0,0,0,2,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM148,2014-01-08T00:00:00Z,Al Qotn,Yemen,Hadhramout,2,2,0,0,0,0,0,2,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM149,2014-01-15T00:00:00Z,Shibam,Yemen,Hadhramout,1,1,1,1,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
YEM150,2014-01-24T00:00:00Z,Wadi Abida,Yemen,Marib,3,4,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
SOM019,2014-01-26T00:00:00Z,"Hawai, Lower Shabelle",Somalia,NA,2,9,0,2,0,2,0,1,Confirmed,TRUE,TRUE,Air operation - drone strike,1,1
YEM151,2014-02-03T00:00:00Z,Mahfed,Yemen,Abyan,0,4,0,0,0,0,0,2,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
YEM152,2014-03-02T00:00:00Z,Shabwan,Yemen,Marib,2,3,0,0,0,0,2,2,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM153,2014-03-03T00:00:00Z,Mahfed,Yemen,Abyan,1,1,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
YEM154,2014-03-03T00:00:00Z,Radhum,Yemen,Shabwa,2,4,0,0,0,0,2,2,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
YEM155,2014-03-05T00:00:00Z,Khalek,Yemen,Jawf,2,4,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM156,2014-03-10T00:00:00Z,Wadi Abida,Yemen,Marib,1,4,0,1,0,1,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
YEM157,2014-03-12T00:00:00Z,Khab Wal Saaf,Yemen,Jawf,2,3,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
YEM158,2014-04-01T00:00:00Z,Mahfed,Yemen,Abyan,3,3,0,0,0,0,4,4,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
YEM159,2014-04-19T00:00:00Z,Sawmaa,Yemen,Bayda,13,21,3,8,0,0,1,6,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM160,2014-04-20T00:00:00Z,Mahfed,Yemen,Abyan,24,31,1,1,1,1,1,3,Confirmed,TRUE,TRUE,"Drone strike
Yemen Air Force airstrike",1,3
YEM161,2014-04-21T00:00:00Z,Usylan,Yemen,Shabwa,3,4,1,1,1,1,0,0,Confirmed,FALSE,FALSE,"US-Yemen ground operation
Possible drone strike",1,1
YEM162,2014-05-12T00:00:00Z,Wadi Abida,Yemen,Marib,4,6,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM163,2014-06-04T00:00:00Z,Wadi Abida,Yemen,Marib,3,4,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
Ob333,2014-06-11T00:00:00Z,Tabi Tolkhel or Darga Mandi,Pakistan,North Waziristan,4,6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob334,2014-06-12T00:00:00Z,"Darga Mandi, Dande Darpakhel or Ghulam Khan",Pakistan,North Waziristan,6,10,0,0,0,0,4,4,NA,NA,NA,NA,NA,NA
YEM164,2014-06-13T00:00:00Z,Mafraq al Saeed,Yemen,Marib,5,6,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
Ob335,2014-06-18T00:00:00Z,"Darga Mandi, Dande Darpakhel or Miranshah",Pakistan,North Waziristan,4,8,0,0,0,0,2,4,NA,NA,NA,NA,NA,NA
YEM165,2014-06-21T00:00:00Z,Unknown,Yemen,Bayda,0,0,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
Ob336,2014-07-10T00:00:00Z,"Madakhel village, Datta Khel Tehsil",Pakistan,North Waziristan,6,7,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA
Ob337,2014-07-16T00:00:00Z,"Saidgai, Datta Khel tehsil",Pakistan,North Waziristan,15,24,0,0,0,0,4,6,NA,NA,NA,NA,NA,NA
Ob338,2014-07-19T00:00:00Z,"Doga Madakhel, Datta Khel tehsil",Pakistan,North Waziristan,11,15,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
SOM020,2014-08-01T00:00:00Z,"Barawe, Lower Shabelle",Somalia,NA,6,6,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Air operation - drone strike,1,1
Ob339,2014-08-05T00:00:00Z,"Lawara Mandi village, Datta Khel tehsil",Pakistan,North Waziristan,5,7,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA
YEM166,2014-08-09T00:00:00Z,Wadi Abida,Yemen,Marib,3,3,0,0,0,0,2,2,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM167,2014-08-16T00:00:00Z,Unknown,Yemen,Hadhramout,3,3,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
YEM168,2014-09-11T00:00:00Z,Unknown,Yemen,Shabwa,4,5,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
Ob340,2014-09-24T00:00:00Z,"Alwara Mandi village, Datta Khel tehsil",Pakistan,North Waziristan,5,11,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
YEM169,2014-09-25T00:00:00Z,"Nasab
Near Ataq",Yemen,Shabwa,4,5,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
YEM170,2014-09-26T00:00:00Z,Khasaf,Yemen,Jawf,2,3,0,0,0,0,3,3,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
Ob341,2014-09-28T00:00:00Z,Wana,Pakistan,South Waziristan,2,4,0,0,0,0,1,4,NA,NA,NA,NA,NA,NA
Ob342,2014-10-05T00:00:00Z,"Kundhgar, Shawal",Pakistan,South Waziristan,4,5,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA
Ob343,2014-10-06T00:00:00Z,"Mangrotai, Shawal",Pakistan,South Waziristan,4,8,0,0,0,0,4,6,NA,NA,NA,NA,NA,NA
Ob344,2014-10-07T00:00:00Z,"Kundhgar, Shawal",Pakistan,South Waziristan,4,7,0,0,0,0,5,11,NA,NA,NA,NA,NA,NA
Ob345,2014-10-07T00:00:00Z,"Kundser, Datta Khel",Pakistan,North Waziristan,2,4,0,0,0,0,5,5,NA,NA,NA,NA,NA,NA
Ob346,2014-10-08T00:00:00Z,"Loman, Datta Khel",Pakistan,North Waziristan,2,4,0,0,0,0,1,3,NA,NA,NA,NA,NA,NA
Ob347,2014-10-09T00:00:00Z,Datta Khel,Pakistan,North Waziristan,3,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob348,2014-10-11T00:00:00Z,Tirah Valley,Pakistan,Khyber Agency,4,6,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA
Ob349,2014-10-11T00:00:00Z,"Marga, Shawal",Pakistan,North Waziristan,2,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
YEM171,2014-10-15T00:00:00Z,"Bani Assaf
Mayfaa",Yemen,Shabwa,4,4,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
YEM172,2014-10-24T00:00:00Z,Radaa,Yemen,Bayda,3,10,0,10,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
YEM173,2014-10-26T00:00:00Z,Radaa,Yemen,Bayda,12,20,2,10,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike
Yemeni air and ground operations",1,1
Ob350,2014-10-30T00:00:00Z,"Nargas village, Azam Warsak",Pakistan,South Waziristan,4,7,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA
YEM174,2014-11-04T00:00:00Z,Radaa,Yemen,Bayda,9,20,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,3,3
Ob351,2014-11-11T00:00:00Z,"Dawa Toi, Datta Khel",Pakistan,North Waziristan,4,7,0,2,0,2,2,3,NA,NA,NA,NA,NA,NA
YEM175,2014-11-12T00:00:00Z,Azzan,Yemen,Shabwa,6,8,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Drone strike,1,1
Ob352,2014-11-20T00:00:00Z,Datta Khel,Pakistan,North Waziristan,5,8,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA
Ob353,2014-11-26T00:00:00Z,"Garga, Shawal",Pakistan,North Waziristan,4,9,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA
YEM176,2014-11-26T00:00:00Z,Hagr al Saiaar,Yemen,Hadhramout,7,7,0,0,0,0,0,0,Confirmed,FALSE,FALSE,US-Yemen ground operation,1,1
YEM177,2014-12-06T00:00:00Z,Nasab,Yemen,Shabwa,9,10,0,0,0,0,3,3,Confirmed,TRUE,TRUE,US drone strike,1,1
YEM178,2014-12-06T00:00:00Z,Dafaar,Yemen,Shabwa,11,11,8,8,1,1,0,0,Confirmed,FALSE,FALSE,"US ground operation
Possible US air and drone strike",1,1
Ob354,2014-12-07T00:00:00Z,"Khar Tangi, Datta Khel",Pakistan,North Waziristan,4,6,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA
Ob355,2014-12-20T00:00:00Z,Datta Khel,Pakistan,North Waziristan,4,6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob356,2014-12-26T00:00:00Z,"Kund/Kundghar village, Shawal",Pakistan,North Waziristan,4,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob357,2014-12-26T00:00:00Z,"Kund/Kundghar village, Shawal",Pakistan,North Waziristan,3,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
SOM021,2014-12-29T00:00:00Z,Saakow,Somalia,NA,2,3,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Air operation - drone strike,1,1
Ob358,2015-01-04T00:00:00Z,"Alwara Mandi, Datta Khel or Shawal",Pakistan,North Waziristan,6,10,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob359,2015-01-15T00:00:00Z,Shawal,Pakistan,North Waziristan,5,7,2,2,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob360,2015-01-15T00:00:00Z,Ladha district,Pakistan,South Waziristan,4,7,0,0,0,0,3,4,NA,NA,NA,NA,NA,NA
Ob361,2015-01-19T00:00:00Z,"Shahi Khel, Shawal",Pakistan,North Waziristan,5,7,0,0,0,0,4,6,NA,NA,NA,NA,NA,NA
YEM179,2015-01-26T00:00:00Z,Hareeb,Yemen,Shabwa/Mareb border,3,3,1,2,1,1,0,0,Confirmed,TRUE,TRUE,US drone strike,1,1
Ob362,2015-01-28T00:00:00Z,Shawal,Pakistan,North Waziristan,6,7,0,0,0,0,2,4,NA,NA,NA,NA,NA,NA
SOM022,2015-01-31T00:00:00Z,"Dugule, Lower Shabelle",Somalia,NA,40,60,0,0,0,0,0,0,Possible,TRUE,TRUE,Air operation - drone strike,1,1
SOM023,2015-01-31T00:00:00Z,"Dinsoor, Bay Region",Somalia,NA,2,9,0,4,0,0,0,4,Confirmed,TRUE,TRUE,Air operation - drone strike,1,1
YEM180,2015-01-31T00:00:00Z,Al Saeed,Yemen,Shabwa,4,4,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US drone strike,1,1
YEM181,2015-02-02T00:00:00Z,Unknown,Yemen,Bayda,3,6,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US drone strike,1,1
YEM182,2015-02-20T00:00:00Z,Al Houta,Yemen,Shabwa,2,3,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
YEM183,2015-02-28T00:00:00Z,Bihan region,Yemen,Shabwa,3,4,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
YEM184,2015-03-01T00:00:00Z,Markha district,Yemen,Shabwa,2,3,0,0,0,0,3,3,Possible,TRUE,TRUE,"Airstrike
Possible drone strike",1,1
SOM024,2015-03-12T00:00:00Z,"Abaq Xaluul village, Baardheere, Gedo region",Somalia,NA,3,3,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Air operation - drone strike,1,1
Ob363,2015-03-18T00:00:00Z,Shabak,Pakistan,Kurram Agency,3,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
Ob364,2015-04-12T00:00:00Z,Shawal,Pakistan,North Waziristan,4,4,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA
YEM185,2015-04-12T00:00:00Z,Mukalla,Yemen,Hadhramout,3,7,0,0,0,0,0,0,Confirmed,TRUE,TRUE,"US drone strike
",1,1
YEM186,2015-04-17T00:00:00Z,Habban,Yemen,Shabwa,2,2,0,0,0,0,0,0,Confirmed,TRUE,TRUE,"US drone strike
",1,1
YEM187,2015-04-19T00:00:00Z,Saeed district,Yemen,Shabwa,2,6,0,0,0,0,0,0,Confirmed,TRUE,TRUE,"US drone strike
",1,1
YEM188,2015-04-21T00:00:00Z,Mukalla,Yemen,Hadramout,5,7,0,1,0,1,0,0,Confirmed,TRUE,TRUE,"US drone strike
",1,2
YEM189,2015-05-08T00:00:00Z,Mafraq,Yemen,Shabwa,3,3,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible US drone strike",1,1
YEM190,2015-05-10T00:00:00Z,Ataq,Yemen,Shabwa,1,4,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible US drone strike",1,1
YEM191,2015-05-11T00:00:00Z,Mukalla,Yemen,Hadramout,4,4,0,0,0,0,2,2,Confirmed,TRUE,TRUE,"US drone strike
",1,1
Ob365,2015-05-16T00:00:00Z,"Wara Mandi, Shawal",Pakistan,North Waziristan,4,7,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA
YEM192,2015-05-16T00:00:00Z,Unknown,Yemen,Shabwa,3,3,0,0,0,0,0,0,Confirmed,TRUE,TRUE,"US drone strike
",1,1
Ob366,2015-05-18T00:00:00Z,"Zoy Nari, Shawal",Pakistan,North Waziristan,3,6,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA
YEM193,2015-05-22T00:00:00Z,Unknown,Yemen,Shabwa,3,5,0,0,0,0,0,0,Confirmed,TRUE,TRUE,"US drone strike
",1,1
Ob367,2015-06-01T00:00:00Z,Shawal,Pakistan,North Waziristan,4,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
YEM194,2015-06-02T00:00:00Z,Unknown,Yemen,Jawf,5,20,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible US drone strike",1,1
Ob368,2015-06-06T00:00:00Z,Shawal or Datta Khel,Pakistan,North Waziristan,7,9,0,3,0,0,4,4,NA,NA,NA,NA,NA,NA
YEM195,2015-06-09T00:00:00Z,Mukalla,Yemen,Hadramout,3,3,0,0,0,0,2,2,Confirmed,TRUE,TRUE,"US drone strike
",1,1
YEM196,2015-06-25T00:00:00Z,Mukalla,Yemen,Hadramout,4,5,0,0,0,0,2,2,Confirmed,TRUE,TRUE,"US drone strike
",1,1
YEM197,2015-06-26T00:00:00Z,Rafadh,Yemen,Shabwa,4,4,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible US drone strike",1,1
YEM198,2015-06-26T00:00:00Z,Mukalla,Yemen,Hadramout,4,4,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike
Possible US drone strike",1,1
YEM199,2015-07-03T00:00:00Z,Mukalla,Yemen,Hadramout,4,4,0,0,0,0,0,0,Confirmed,TRUE,TRUE,"US drone strike
",1,1
YEM200,2015-07-11T00:00:00Z,Mukalla,Yemen,Hadramout,3,10,0,0,0,0,0,0,Confirmed,TRUE,TRUE,"US drone strike
",1,1
SOM025,2015-07-15T00:00:00Z,"Baardheere, Gedo Region",Somalia,NA,2,3,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Air operation - drone strike,1,1
SOM026,2015-07-15T00:00:00Z,"Baardheere, Gedo Region",Somalia,NA,0,0,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Air operation - drone strike,5,5
YEM201,2015-07-29T00:00:00Z,Wadi Dikha,Yemen,Abyan,4,5,0,0,0,0,0,0,Confirmed,TRUE,TRUE,"US drone strike
",1,1
Ob369,2015-08-06T00:00:00Z,"Alwara Mandi area, Datta Khel",Pakistan,North Waziristan,4,7,0,0,0,0,2,3,NA,NA,NA,NA,NA,NA
YEM202,2015-08-12T00:00:00Z,Mukalla-Rukob road,Yemen,Hadramout,5,5,0,0,0,0,0,0,Confirmed,TRUE,TRUE,"US drone strike
",1,1
YEM203,2015-08-21T00:00:00Z,Harib,Yemen,Marib,3,3,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike, Possible US drone strike",1,1
YEM204,2015-08-23T00:00:00Z,Mukalla,Yemen,Hadaramout,4,4,0,0,0,0,0,0,Confirmed,TRUE,TRUE,"US drone strike
",1,1
YEM205,2015-08-26T00:00:00Z,Mukalla,Yemen,Hadramout,5,5,0,0,0,0,0,0,Confirmed,TRUE,TRUE,"US drone strike
",1,1
Ob370,2015-09-01T00:00:00Z,"Karwanda village, Manzarkhel area, Dattakhel sub-division or Lawara Banga area of Shawal valley",Pakistan,North Waziristan,5,6,0,0,0,0,4,4,NA,NA,NA,NA,NA,NA
YEM206,2015-09-09T00:00:00Z,Mukalla,Yemen,Hadramout,3,6,0,4,0,0,2,2,Confirmed,TRUE,TRUE,"US drone strike
",1,1
YEM207,2015-09-11T00:00:00Z,Unknown,Yemen,Jawf-Mareb border,4,4,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike, Possible US drone strike",1,1
YEM208,2015-09-12T00:00:00Z,Mukalla,Yemen,Hadramout,4,5,0,0,0,0,0,0,Confirmed,TRUE,TRUE,"US drone strike
",1,1
YEM209,2015-09-21T00:00:00Z,Marib city,Yemen,Marib,2,2,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike, Possible US drone strike",1,1
SOM027,2015-11-21T00:00:00Z,"Balad Amin, Lower Shabelle",Somalia,NA,5,10,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Air operation - drone strike,1,1
SOM028,2015-11-29T00:00:00Z,"Yasooman, Ceeldheer and Ceel Lahelay villages, Hiraan region",Somalia,NA,0,0,0,0,0,0,0,0,Possible,TRUE,FALSE,Air operation - airstrike,1,1
SOM029,2015-12-02T00:00:00Z,"Kunyo-Barow, Lower Shabelle",Somalia,NA,3,3,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Air operation - drone strike,1,1
SOM030,2015-12-21T00:00:00Z,"Kuntuwarey district, Lower Shabelle",Somalia,NA,5,5,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Air operation - drone strike,1,1
YEM210,2015-12-22T00:00:00Z,Nata district,Yemen,Bayda-Shabwa border,4,4,0,0,0,0,0,0,Confirmed,TRUE,TRUE,"US drone strike
",1,1
Ob371,2016-01-09T00:00:00Z,"Mangrooti village, Shawal valley, Datta Khel tehsil",Pakistan,North Waziristan,5,5,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA
YEM211,2016-01-15T00:00:00Z,Rafadh,Yemen,Shabwa,3,3,0,0,0,0,0,0,Confirmed,TRUE,TRUE,"US drone strike
",1,1
YEM212,2016-01-19T00:00:00Z,Sayoun,Yemen,Hadramout,2,2,0,0,0,0,0,0,Confirmed,TRUE,TRUE,"US drone strike
",1,1
YEM213,2016-02-03T00:00:00Z,Rawda city,Yemen,Shabwa,6,6,0,0,0,0,0,0,Confirmed,TRUE,TRUE,"US drone strike
",1,1
YEM214,2016-02-03T00:00:00Z,Maraquesha,Yemen,Abyan,3,3,0,0,0,0,0,0,Confirmed,TRUE,TRUE,"US drone strike
",1,1
YEM215,2016-02-15T00:00:00Z,Huta,Yemen,Lahij,3,3,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike, Possible US drone strike",1,1
Ob372,2016-02-22T00:00:00Z,"Shahidano Dhand, Lower Kurram",Pakistan,Kurram Agency,4,5,0,0,0,0,1,4,NA,NA,NA,NA,NA,NA
YEM216,2016-02-29T00:00:00Z,Unknown,Yemen,Hadramout,3,3,0,0,0,0,0,0,Confirmed,TRUE,TRUE,"US drone or air strike
",1,1
YEM217,2016-03-04T00:00:00Z,Radhum,Yemen,Shabwa,4,4,0,0,0,0,0,0,Confirmed,TRUE,TRUE,"US drone strike
",1,1
SOM031,2016-03-05T00:00:00Z,"Raso Camp, Hiraaan",Somalia,NA,150,200,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Air operation - drone or airstrike,1,1
SOM032,2016-03-08T00:00:00Z,"Awdhegle, Lower Shabelle",Somalia,NA,19,19,0,0,0,0,0,0,Confirmed,FALSE,FALSE,Ground operation - Joint US-Somali helicopter assault,1,1
YEM218,2016-03-22T00:00:00Z,Hajr (75km W of Mukalla),Yemen,Hadramout,50,71,0,0,0,0,28,30,Confirmed,TRUE,FALSE,US air strike,1,1
YEM219,2016-03-26T00:00:00Z,Al Hudhn and Naqeel al Hayala villages,Yemen,Abyan,8,8,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike, Possible US drone strike",2,2
YEM220,2016-03-26T00:00:00Z,Zinjibar,Yemen,Abyan,6,6,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike, Possible US drone strike",1,1
YEM221,2016-03-28T00:00:00Z,Mukalla,Yemen,Hadramout,5,5,3,3,0,0,0,0,Possible,TRUE,FALSE,Airstrike,1,1
YEM222,2016-03-30T00:00:00Z,Azzan,Yemen,Shabwa,2,5,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US drone strike,1,1
YEM223,2016-03-30T00:00:00Z,Mukalla,Yemen,Hadramout,0,0,0,0,0,0,0,0,Possible,TRUE,FALSE,Airstrike,3,3
SOM033,2016-03-31T00:00:00Z,"Jillib, Middle Juba",Somalia,NA,3,3,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Air operation - drone strike,1,1
SOM034,2016-04-01T00:00:00Z,Unknown,Somalia,NA,0,22,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Air operation - drone strike,1,1
SOM035,2016-04-02T00:00:00Z,Unknown,Somalia,NA,6,6,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Air operation - drone strike,1,1
YEM224,2016-04-03T00:00:00Z,Mukalla,Yemen,Hadramout,0,0,0,0,0,0,0,0,Possible,TRUE,TRUE,"Airstrike, Possible US drone strike",4,5
YEM225,2016-04-05T00:00:00Z,Zinjibar,Yemen,Abyan,0,0,0,0,0,0,0,0,Possible,TRUE,FALSE,Airstrike,2,2
SOM036,2016-04-06T00:00:00Z,"Jillib, Middle Juba",Somalia,NA,8,8,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Air operation - drone strike,1,1
SOM037,2016-04-11T00:00:00Z,Lower Juba,Somalia,NA,8,12,3,3,0,0,0,0,Confirmed,TRUE,TRUE,Air operation - drone strike,1,1
YEM226,2016-04-23T00:00:00Z,Alemien,Yemen,Mareb,2,2,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US drone strike,1,1
YEM227,2016-04-25T00:00:00Z,Zinjibar,Yemen,Abyan,3,6,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US drone strike,1,1
YEM228,2016-04-25T00:00:00Z,Azzan,Yemen,Shabwa,2,10,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US drone strike,1,1
YEM229,2016-04-28T00:00:00Z,Unknown,Yemen,Shabwa,4,4,0,0,0,0,1,1,Confirmed,TRUE,TRUE,US drone strike,1,1
SOM038,2016-05-12T00:00:00Z,"Afgoye, Lower Shabelle",Somalia,NA,5,5,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Air operation - drone strike,1,1
YEM230,2016-05-19T00:00:00Z,Unknown,Yemen,Shabwa,4,4,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US drone strike,1,1
Ob373,2016-05-21T00:00:00Z,Ahmad Wal,Pakistan,Balochistan,2,2,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA
SOM039,2016-05-27T00:00:00Z,South-central Somalia,Somalia,NA,1,1,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Air operation - drone or airstrike,1,1
YEM231,2016-06-09T00:00:00Z,Unknown,Yemen,Bayda,2,2,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US drone strike,1,1
YEM232,2016-06-10T00:00:00Z,Unknown,Yemen,Mareb,2,2,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US drone strike,1,1
YEM233,2016-06-12T00:00:00Z,Haban,Yemen,Shabwa,2,3,0,0,0,0,1,1,Confirmed,TRUE,TRUE,US drone strike,1,1
SOM040,2016-06-21T00:00:00Z,Southern Somalia,Somalia,NA,3,3,0,0,0,0,0,0,Confirmed,TRUE,TRUE,Air operation - drone or airstrike,1,1
YEM234,2016-07-01T00:00:00Z,Gardan,Yemen,Shabwa,3,6,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US drone strike,1,1
YEM235,2016-07-04T00:00:00Z,Musaina,Yemen,Shabwa,2,3,0,0,0,0,0,1,Confirmed,TRUE,TRUE,US drone strike,1,1
YEM236,2016-07-08T00:00:00Z,Unknown,Yemen,Central Yemen,1,1,0,0,0,0,0,0,Confirmed,TRUE,TRUE,US drone strike,1,1
YEM237,2016-07-10T00:00:00Z,Jabul,Yemen,Mareb,0,0,0,0,0,0,4,4,Possible,TRUE,TRUE,US drone strike,1,1
